ID,Question,RagInfo,score
TEST_000,"금융산업의 이해와 관련하여 금융투자업의 구분에 해당하지 않는 것은?
1 소비자금융업
2 투자자문업
3 투자매매업
4 투자중개업
5 보험중개업","따른 중견기업 및 「외국환거래법」 제3조제15호에 따른 비거주자를 말한다. 다만, 다음 각 목의 어느 하나에 해당 하는 업종을 영위하는 자는 제외한다. 가. 「통계법」 제22조제1항에 따라 통계청장이 고시하는 한국표준산업분류에 따른 금융 및 보험업. 다만, 동 분류 에 따른 금융 및 보험관련 서비스업으로서 대통령령으로 정하는 업종은 제외한다. 나. 「통계법」 제22조제1항에 따라 통계청장이 고시하는 한국표준산업분류에 따른 부동산업. 다만, 동 분류에 따 른 부동산관련 서비스업으로서 대통령령으로 정하는 업종은 제외한다. 다. 그 밖에 신기술사업과 관련이 적은 업종으로서 대통령령으로 정하는 업종 14의3. “신기술사업금융업자”란 신기술사업금융업에 대하여 제3조제2항에 따라 금융위원회에 등록한 자를 말한다. 14의4. “신기술사업금융전문회사”란 신기술사업금융업자로서 신용카드업ㆍ시설대여업ㆍ할부금융업, 그 밖에 대통 령령으로 정하는 금융업을 함께 하지 아니하는 자를 말한다. 14의5. “신기술사업투자조합”이란 신기술사업자에게 투자하기 위하여 설립된 조합으로서 다음 각 목의 어느 하나에 해당하는 조합을 말한다. 가. 신기술사업금융업자가 신기술사업금융업자 외의 자와 공동으로 출자하여 설립한 조합 나. 신기술사업금융업자가 조합자금을 관리ㆍ운용하는 조합 법제처 2 국가법령정보센터 여신전문금융업법 15. “여신전문금융회사”란 여신전문금융업에 대하여 제3조제1항 또는 제2항에 따라 금융위원회의 허가를 받거나 금융위원회에 등록을 한 자로서 제46조제1항 각 호에 따른 업무를 전업(專業)으로 하는 자를 말한다. 16. “겸영여신업자(兼營與信業者)”란 여신전문금융업에 대하여 제3조제3항 단서에 따라 금융위원회의 허가를 받거 나 금융위원회에 등록을 한 자로서 여신전문금융회사가 아닌 자를 말한다. 17. “대주주”란 「금융회사의 지배구조에 관한 법률」 제2조제6호에 따른 주주를 말한다. 18. “신용공여”란 대출, 지급보증 또는 자금 지원적 성격의 유가증권의 매입, 그 밖에 금융거래상의 신용위험이 따르 는 여신전문금융회사의 직접적ㆍ간접적 거래로서 대통령령으로 정하는 것을 말한다. 19. “자기자본”이란 납입자본금ㆍ자본잉여금 및 이익잉여금 등의 합계액으로서 대통령령으로 정하는 것을 말한다. 20. “총자산”이란 유동자산 및 비유동자산 등의 합계액으로서 대통령령으로 정하는 것을 말한다.  제2장 허가 또는 등록",0.02311996929347515
TEST_001,"위험 관리 계획 수립 시 고려해야 할 요소로 적절하지 않은 것은?
1 수행인력
2 위험 수용
3 위험 대응 전략 선정
4 대상
5 기간","1.2.3 위험 평가 항 목 조직의 대내외 환경분석을 통하여 유형별 위협정보를 수집하고 조직에 적합한 위험 평가 인증기준 방법을 선정하여 관리체계 전 영역에 대하여 연 1회 이상 위험을 평가하며, 수용할 수 있는 위험은 경영진의 승인을 받아 관리하여야 한다. 조직 또는 서비스의 특성에 따라 다양한 측면에서 발생할 수 있는 위험을 식별하고 평가할 수 있는 방법을 정의하고 있는가 위험관리 방법 및 절차(수행인력, 기간, 대상, 방법, 예산 등)를 구체화한 위험관리계획을 매년 수립하고 있는가 주요 확인사항 위험관리계획에 따라 연 1회 이상 정기적으로 또는 필요한 시점에 위험평가를 수행하고 있는가 조직에서 수용 가능한 목표 위험수준을 정하고, 그 수준을 초과하는 위험을 식별하고 있는가 위험식별 및 평가 결과를 경영진에게 보고하고 있는가 개인정보 보호법 제29조(안전조치의무) 관련 법규 개인정보의 안전성 확보조치 기준 제4조(내부 관리계획의 수립 시행 및 점검) 세부 설명 조직의 특성을 반영하여 관리적 기술적 물리적 법적 분야 등 다양한 측면에서 발생할 수 있는 정보보호 및 개인정보보호 관련 위험을 식별하고 평가할 수 있도록 위험평가 방법을 정의하고 문서화하여야 한다. 위험평가 방법 선정 : 베이스라인 접근법, 상세위험 분석법, 복합 접근법, 위협 및 시나리오 기반 등 비즈니스 및 조직의 특성 반영 : 조직의 비전 및 미션, 비즈니스 목표, 서비스 유형, 컴플라이언스 등 다양한 관점 고려 : 해킹, 내부자 유출, 외부자 관리 감독 소홀, 개인정보 관련 법규 위반 등 최신 취약점 및 위협동향 고려 위험평가 방법론은 조직의 특성에 맞게 자체적으로 정하여 적용할 수 있으나, 위험평가의 과정은 합리적이어야 하고, 위험평가 결과는 실질적인 위험의 심각성을 대변할 수 있어야 함 위험관리 방법 및 절차(수행인력, 기간, 대상, 방법, 예산 등)를 구체화한 위험관리계획을 수립하여야 한다. 수행인력 : 위험관리 전문가, 정보보호 개인정보보호 전문가, 법률 전문가, IT 실무 책임자, 현업부서 실무 책임자, 외부 전문컨설턴트 등 참여(이해관계자의 참여 필요) 기간 : 최소 연 1회 이상 수행될 수 있도록 일정 수립 대상 : 인증 범위 내 모든 서비스 및 자산(정보자산, 개인정보, 시스템, 물리적 시설 등) 포함 방법 : 조직의 특성을 반영한 위험평가 방법론 정의 예산 : 위험 식별 및 평가 시행을 위한 예산 계획을 매년 수립하고 정보보호 최고책임자 등 경영진 승인 32 정보보호 및 개인정보보호 관리체계 인증제도 안내서",0.8104017376899719
TEST_002,"관리체계 수립 및 운영'의 '정책 수립' 단계에서 가장 중요한 요소는 무엇인가?
1 정보보호 및 개인정보보호 정책의 제·개정
2 경영진의 참여
3 최고책임자의 지정
4 자원 할당
5 내부 감사 절차의 수립","관리체계 수립 및 운영 관리체계 수립 및 운영 영역은 관리체계 기반 마련, 위험 관리, 관리체계 운영, 관리체계 점검 및 개선의 4개 분야 16개 인증기준으로 구성되어 있다. 이러한 관리체계 수립 및 운영은 정보보호 및 개인정보보호 관리체계를 운영하는 동안 지속적이고 반복적으로 실행되어야 한다. 관리체계 수립 및 운영 인증기준 영 역 분 야 항 목 1.1.1 경영진의 참여 1.1.2 최고책임자의 지정 1.1.3 조직 구성 1.1. 관리체계 기반 마련 1.1.4 범위 설정 1.1.5 정책 수립 1.1.6 자원 할당 1.2.1 정보자산 식별 1. 관리체계 수립 및 1.2.2 현황 및 흐름분석 운영 1.2. 위험 관리 1.2.3 위험 평가 (16개) 1.2.4 보호대책 선정 1.3.1 보호대책 구현 1.3. 관리체계 운영 1.3.2 보호대책 공유 1.3.3 운영현황 관리 1.4.1 법적 요구사항 준수 검토 1.4. 관리체계 점검 및 개선 1.4.2 관리체계 점검 1.4.3 관리체계 개선 4 정보보호 및 개인정보보호 관리체계 인증제도 안내서",0.9849367737770081
TEST_003,"재해 복구 계획 수립 시 고려해야 할 요소로 옳지 않은 것은?
1 복구 절차 수립
2 비상연락체계 구축
3 개인정보 파기 절차
4 복구 목표시간 정의","핵심 IT 서비스 및 시스템의 중요도 및 특성에 따른 복구 목표시간, 복구 목표시점을 정의하여야 한다. IT 서비스 및 시스템 중단시점부터 복구되어 정상가동될 때까지의 복구 목표시간(RTO : Recovery Time Objective)과 데이터가 복구되어야 하는 복구 목표시점(RPO : Recovery Point Objective)을 정의 재해 재난 발생 시에도 핵심 서비스 및 시스템의 연속성을 보장할 수 있도록 복구 전략 및 대책, 비상시 복구 조직, 비상연락체계, 복구 절차 등 재해 복구 계획을 수립 이행하여야 한다. IT 재해 발생 시 사전 정의한 서비스 및 시스템 복구 목표시간 및 복구 목표시점을 달성할 수 있도록 비용효과적인 복구전략 및 대책 수립 IT 재해 발생 시 신속한 복구가 가능하도록 다음 내용을 포함한 IT 재해 복구 체계 구축 재해 시 복구조직 및 역할 정의 : IT 재해 발생 시 복구를 위한 관련부서 및 담당자 역할과 책임 부여 비상연락체계 : 조직 내 관련 부서 담당자, 유지보수 업체 등 복구 조직상 연락체계 구축 복구 전략 및 대책 수립방법론 : 업무영향분석, 복구 목표시간 및 복구 목표시점 정의, 핵심 IT 서비스 및 시스템 식별 등 복구 순서 정의 : 복구 목표 시간별로 정보시스템의 복구 순서 정의 복구 절차 : 재해 발생, 복구 완료, 사후관리 단계 포함 개인정보처리자의 경우 화재, 홍수, 단전 등의 재해 재난 발생 시 개인정보처리시스템 보호를 위한 위기대응 매뉴얼 등 대응절차를 마련하고 정기적으로 점검하여야 함(개인정보의 안전성 확보조치 기준 제11조) 개인정보처리시스템 위기대응 매뉴얼 및 백업 복구 계획(예시) 개인정보처리시스템 구성 요소(개인정보 보유량, 종류 중요도, 시스템 연계 장비 설비 등) 재해 재난 등에 따른 파급효과(개인정보 유출, 손실, 훼손 등) 및 초기대응 방안 개인정보처리시스템 백업 및 복구 우선순위, 복구 목표시점, 복구 목표시간 개인정보처리시스템 백업 및 복구 방안(복구센터 마련, 백업계약 체결, 비상가동 등) 업무분장, 책임 및 역할 실제 발생 가능한 사고에 대한 정기적 점검, 사후처리 및 지속관리 등 증거자료 예시 IT 재해 복구 지침 절차 IT 재해 복구 계획(RTO, RPO 정의 포함) 비상연락망 개인정보처리시스템 위기대응 매뉴얼 182 정보보호 및 개인정보보호 관리체계 인증제도 안내서",0.9171895980834961
TEST_004,트로이 목마(Trojan) 기반 원격제어 악성코드(RAT)의 특징과 주요 탐지 지표를 설명하세요.,"What indicators of compromise would most reliably reveal illicit operations related to Customizing RATs to evade anti‐virus tools while aligning with NIST Mobile Threat Catalogue risk classifications? Detecting customized Remote Access Trojans (RATs) designed to evade antivirus detection requires identifying sophisticated behavioral and technical anomalies that deviate from standard threat signatures. According to the NIST Mobile Threat Catalogue, RAT customization typically manifests through advanced evasion techniques classified under the \""Malicious Code\"" risk category, specifically subcategories involving code obfuscation, polymorphic behavior, and anti-analysis mechanisms.\\n\\nPrimary indicators include unusual network communication patterns inconsistent with legitimate applications, particularly encrypted or tunneled traffic to non-standard ports. Customized RATs often employ domain generation algorithms (DGAs) for command-and-control communications, creating DNS queries that exhibit statistical anomalies detectable through entropy analysis. MITRE ATT&CK framework maps these behaviors under T1071 (Application Layer Protocol) and T1568 (Dynamic Resolution).\\n\\nBehavioral indicators encompass process injection techniques where RAT code resides in legitimate processes, observable through parent-child relationship anomalies and unexpected memory allocations. Customized variants frequently utilize living-off-the-land binaries like PowerShell or WMI for persistence, aligning with NIST's \""Persistence\"" risk classification. Memory forensics reveals injected shellcode patterns that evade signature-based detection.\\n\\nFile system artifacts include suspicious registry modifications, particularly in startup locations and service configurations, while custom packers generate executable entropy profiles distinct from legitimate software. Network traffic analysis identifies beaconing intervals inconsistent with normal application behavior, often exhibiting jittered",0.826004683971405
TEST_005,"한국은행이 금융통화위원회의 요청에 따라 금융회사 및 전자금융업자에게 자료제출을 요구할 수 있는 경우는?
1 전자금융거래의 보안 강화를 위해
2 전자금융거래의 통계조사를 위해
3 금융회사의 경영 실적 분석을 위해
4 통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위해",전자금융거래법 제41조(한국은행의 자료제출 요구 등) ①한국은행은 금융통화위원회가 전자지급거래와 관련하여 통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위하여 필요하다고 인정하는 때에는 금융회사 및 전자금융업자에 대하여 자료제 출을 요구할 수 있다. 이 경우 요구하는 자료는 금융회사 및 전자금융업자의 업무부담을 고려하여 필요한 최소한의 범위로 한정하여야 한다.  ②한국은행은 금융통화위원회가 통화신용정책의 수행을 위하여 필요하다고 인정하는 때에는 전자화폐발행자 및 제28조제2항제1호의 업무를 행하기 위하여 등록한 금융회사 및 전자금융업자에 대하여 금융감독원에 검사를 요구 하거나 한국은행과의 공동검사를 요구할 수 있다. ③제1항 및 제2항의 요구 방법 및 절차는 「한국은행법」 제87조 및 제88조의 규정과 「금융위원회의 설치 등에 관한 법률」 제62조의 규정을 준용한다.,0.9994230270385742
TEST_006,"개인정보보호법 제22조의2에 따라 만 14세 미만 아동의 개인정보를 처리하기 위해 필요한 절차로 옳은 것은?
1 아동의 학교의 동의를 받아야 한다.
2 법정대리인의 동의를 받아야 한다.
3 아동 본인의 동의만 받으면 된다.
4 아동의 친구의 동의를 받아야 한다.","개인정보 보호법 제22조의2(아동의 개인정보 보호) ① 개인정보처리자는 만 14세 미만 아동의 개인정보를 처리하기 위하여 이 법에 따 른 동의를 받아야 할 때에는 그 법정대리인의 동의를 받아야 하며, 법정대리인이 동의하였는지를 확인하여야 한다. ② 제1항에도 불구하고 법정대리인의 동의를 받기 위하여 필요한 최소한의 정보로서 대통령령으로 정하는 정보는 법정대리인의 동의 없이 해당 아동으로부터 직접 수집할 수 있다. ③ 개인정보처리자는 만 14세 미만의 아동에게 개인정보 처리와 관련한 사항의 고지 등을 할 때에는 이해하기 쉬운 양식과 명확하고 알기 쉬운 언어를 사용하여야 한다. ④ 제1항부터 제3항까지에서 규정한 사항 외에 동의 및 동의 확인 방법 등에 필요한 사항은 대통령령으로 정한다.  제2절 개인정보의 처리 제한",0.9997184872627258
TEST_007,전자금융거래법에 따라 이용자가 금융 분쟁조정을 신청할 수 있는 기관을 기술하세요.,전자금융거래법 제27조(분쟁처리 및 분쟁조정) ①금융회사 또는 전자금융업자는 대통령령이 정하는 바에 따라 전자금융거래와 관련하 여 이용자가 제기하는 정당한 의견이나 불만을 반영하고 이용자가 전자금융거래에서 입은 손해를 배상하기 위한 절 차를 마련하여야 한다.  ②이용자는 전자금융거래의 처리에 관하여 이의가 있을 때에는 제1항에서 정한 절차에 따라 손해배상 등 분쟁처리 를 요구하거나 금융감독원 또는 한국소비자원 등을 통하여 분쟁조정을 신청할 수 있다. ③제1항 및 제2항의 규정에 따른 분쟁처리 및 분쟁조정의 신청을 위한 구체적인 절차와 방법 등은 대통령령으로 정 한다. ④금융회사 또는 전자금융업자는 전자금융거래의 계약을 체결하는 때에는 제1항 내지 제3항의 규정에 따른 절차를 명시하여야 한다. 제4장 전자금융업의 허가와 등록 및 업무,0.9898837804794312
TEST_008,"금융권에서 SBOM을 활용하는 이유로 가장 적절한 것은?
1 금융 시스템의 접근 제어 정책을 효율적으로 구현하기 위해
2 금융 거래의 투명성을 높이기 위해
3 고객의 개인정보 보호를 강화하기 위해
4 금융 상품의 다양성을 확보하기 위해
5 S/W 공급망 공격을 예방하기 위해","analyze SBOM data for vulnerabilities. The MITRE ATT&CK framework highlights the importance of supply chain attacks (T1195), making vendor oversight critical.\\n\\nFurthermore, integrating SBOMs into continuous monitoring processes ensures ongoing compliance and security. This involves leveraging threat intelligence feeds to cross-reference known vulnerabilities with SBOM data, enabling proactive mitigation strategies. By embedding SBOM requirements into procurement policies and supplier risk management programs, organizations can systematically enhance their security posture while maintaining operational efficiency in intelligence analysis workflows.",0.8221448063850403
TEST_009,"전자금융거래법 제44조에 따르면, 청문 절차가 필요한 경우는 무엇인가?
1 전자금융거래의 중단
2 전자금융거래의 보안 점검
3 전자금융업자의 등록 취소
4 전자금융거래의 수수료 변경",전자문서 및 전자거래 기본법 제41조(청문) 과학기술정보통신부장관은 다음 각 호의 어느 하나에 해당하는 경우에는 청문을 하여야 한다.  1. 제30조의2에 따라 지원센터의 지정을 취소하려는 경우 2. 제31조의5제1항에 따라 공인전자문서센터의 지정을 취소하려는 경우 법제처 15 국가법령정보센터 전자문서 및 전자거래 기본법 3. 제31조의19에 따라 공인전자문서중계자의 인증을 취소하려는 경우,0.2954452931880951
